LineNo,TokenNo,CTS-URN,Sentence-URN,Sentence-Seq,Token-URN,Token-Seq,Head-Token-URN,Surface-Form,Lemma,POS1-PoS,POS2-Person,POS3-Number,POS4-Tense,POS5-Mood,POS6-Voice,POS7-Gender,POS8-Case,POS9-Degree,Head-Token-Lemma,Relation,Who-Said-It,Lsj-URN
8,5,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:8.5,urn:cite2:fuSyntax:0011004sentences.v1:2386548,3,urn:cite2:fuSyntax:0011004tokens.v1:2386548_19,52,urn:cite2:fuSyntax:0011004tokens.v1:2386548_14,καλούμενος,καλέω1,urn:cite2:fuSyntax:pos.v1:participle,null,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:participial,urn:cite2:fuSyntax:voice.v1:medio_passive,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:nominative,null,comma1,SBJ_AP,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n52571
8,6,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:8.6,urn:cite2:fuSyntax:0011004sentences.v1:2386548,3,urn:cite2:fuSyntax:0011004tokens.v1:2386548_20,53,urn:cite2:fuSyntax:0011004tokens.v1:2386548_0,.,period1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,-,AuxK,Οἰδίπους,null
9,1,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:9.1,urn:cite2:fuSyntax:0011004sentences.v1:2386549,4,urn:cite2:fuSyntax:0011004tokens.v1:2386549_1,54,urn:cite2:fuSyntax:0011004tokens.v1:2386549_5,ἀλλʼ,ἀλλά1,urn:cite2:fuSyntax:pos.v1:conjunction,null,null,null,null,null,null,null,null,φράζω1,AuxY,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n4357
9,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:9.2,urn:cite2:fuSyntax:0011004sentences.v1:2386549,4,urn:cite2:fuSyntax:0011004tokens.v1:2386549_2,55,urn:cite2:fuSyntax:0011004tokens.v1:2386549_3,ὦ,ὦ1,urn:cite2:fuSyntax:pos.v1:exclamation,null,null,null,null,null,null,null,null,γεραιός1,AuxZ,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n116026
9,3,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:9.3,urn:cite2:fuSyntax:0011004sentences.v1:2386549,4,urn:cite2:fuSyntax:0011004tokens.v1:2386549_3,56,urn:cite2:fuSyntax:0011004tokens.v1:2386549_5,γεραιέ,γεραιός1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:vocative,null,φράζω1,ExD,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n21936
9,4,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:9.4,urn:cite2:fuSyntax:0011004sentences.v1:2386549,4,urn:cite2:fuSyntax:0011004tokens.v1:2386549_4,57,urn:cite2:fuSyntax:0011004tokens.v1:2386549_3,",",comma1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,γεραιός1,AuxX,Οἰδίπους,null
9,5,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:9.5,urn:cite2:fuSyntax:0011004sentences.v1:2386549,4,urn:cite2:fuSyntax:0011004tokens.v1:2386549_5,58,urn:cite2:fuSyntax:0011004tokens.v1:2386549_0,φράζʼ,φράζω1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:second_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:imperative,urn:cite2:fuSyntax:voice.v1:active,null,null,null,-,PRED,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n112217
9,6,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:9.6,urn:cite2:fuSyntax:0011004sentences.v1:2386549,4,urn:cite2:fuSyntax:0011004tokens.v1:2386549_6,59,urn:cite2:fuSyntax:0011004tokens.v1:2386549_7,",",comma1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,ἐπεί1,AuxX,Οἰδίπους,null
9,7,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:9.7,urn:cite2:fuSyntax:0011004sentences.v1:2386549,4,urn:cite2:fuSyntax:0011004tokens.v1:2386549_7,60,urn:cite2:fuSyntax:0011004tokens.v1:2386549_5,ἐπεὶ,ἐπεί1,urn:cite2:fuSyntax:pos.v1:conjunction,null,null,null,null,null,null,null,null,φράζω1,AuxC,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n38466
9,8,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:9.8,urn:cite2:fuSyntax:0011004sentences.v1:2386549,4,urn:cite2:fuSyntax:0011004tokens.v1:2386549_8,61,urn:cite2:fuSyntax:0011004tokens.v1:2386549_9,πρέπων,πρέπω1,urn:cite2:fuSyntax:pos.v1:participle,null,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:participial,urn:cite2:fuSyntax:voice.v1:active,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:nominative,null,φύω1,PNOM,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n86276
9,9,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:9.9,urn:cite2:fuSyntax:0011004sentences.v1:2386549,4,urn:cite2:fuSyntax:0011004tokens.v1:2386549_9,62,urn:cite2:fuSyntax:0011004tokens.v1:2386549_7,ἔφυς,φύω1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:second_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:aorist,urn:cite2:fuSyntax:mood.v1:indicative,urn:cite2:fuSyntax:voice.v1:active,null,null,null,ἐπεί1,ADV,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n112794
10,1,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:10.1,urn:cite2:fuSyntax:0011004sentences.v1:2386549,4,urn:cite2:fuSyntax:0011004tokens.v1:2386549_10,63,urn:cite2:fuSyntax:0011004tokens.v1:2386549_12,πρὸ,πρό1,urn:cite2:fuSyntax:pos.v1:preposition,null,null,null,null,null,null,null,null,φωνέω1,AuxP,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n86405
10,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:10.2,urn:cite2:fuSyntax:0011004sentences.v1:2386549,4,urn:cite2:fuSyntax:0011004tokens.v1:2386549_11,64,urn:cite2:fuSyntax:0011004tokens.v1:2386549_10,τῶνδε,ὅδε1,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:genitive,null,πρό1,ADV,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n72010
10,3,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:10.3,urn:cite2:fuSyntax:0011004sentences.v1:2386549,4,urn:cite2:fuSyntax:0011004tokens.v1:2386549_12,65,urn:cite2:fuSyntax:0011004tokens.v1:2386549_8,φωνεῖν,φωνέω1,urn:cite2:fuSyntax:pos.v1:verb,null,null,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:infinitive,urn:cite2:fuSyntax:voice.v1:active,null,null,null,πρέπω1,OBJ,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n112832
10,4,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:10.4,urn:cite2:fuSyntax:0011004sentences.v1:2386549,4,urn:cite2:fuSyntax:0011004tokens.v1:2386549_13,66,urn:cite2:fuSyntax:0011004tokens.v1:2386549_7,",",comma1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,ἐπεί1,AuxX,Οἰδίπους,null
10,5,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:10.5,urn:cite2:fuSyntax:0011004sentences.v1:2386549,4,urn:cite2:fuSyntax:0011004tokens.v1:2386549_14,67,urn:cite2:fuSyntax:0011004tokens.v1:2386549_15,τίνι,τίς,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:dative,null,τρόπος1,ATR,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n104051
10,6,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:10.6,urn:cite2:fuSyntax:0011004sentences.v1:2386549,4,urn:cite2:fuSyntax:0011004tokens.v1:2386549_15,68,urn:cite2:fuSyntax:0011004tokens.v1:2386549_17,τρόπῳ,τρόπος1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:dative,null,comma1,ADV_AP,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n105530
10,7,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:10.7,urn:cite2:fuSyntax:0011004sentences.v1:2386549,4,urn:cite2:fuSyntax:0011004tokens.v1:2386549_16,69,urn:cite2:fuSyntax:0011004tokens.v1:2386549_5,καθέστατε,καθίστημι1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:second_person,urn:cite2:fuSyntax:number.v1:plural,urn:cite2:fuSyntax:tense.v1:perfect,urn:cite2:fuSyntax:mood.v1:indicative,urn:cite2:fuSyntax:voice.v1:active,null,null,null,φράζω1,OBJ,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n51849
10,8,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:10.8,urn:cite2:fuSyntax:0011004sentences.v1:2386549,4,urn:cite2:fuSyntax:0011004tokens.v1:2386549_17,70,urn:cite2:fuSyntax:0011004tokens.v1:2386549_16,",",comma1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,καθίστημι1,APOS,Οἰδίπους,null
11,1,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:11.1,urn:cite2:fuSyntax:0011004sentences.v1:2386549,4,urn:cite2:fuSyntax:0011004tokens.v1:2386549_18,71,urn:cite2:fuSyntax:0011004tokens.v1:2386549_19,δείσαντες,δείδω1,urn:cite2:fuSyntax:pos.v1:participle,null,urn:cite2:fuSyntax:number.v1:plural,urn:cite2:fuSyntax:tense.v1:aorist,urn:cite2:fuSyntax:mood.v1:participial,urn:cite2:fuSyntax:voice.v1:active,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:nominative,null,ἤ1,ADV_AP_CO,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n23646
11,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:11.2,urn:cite2:fuSyntax:0011004sentences.v1:2386549,4,urn:cite2:fuSyntax:0011004tokens.v1:2386549_19,72,urn:cite2:fuSyntax:0011004tokens.v1:2386549_17,ἢ,ἤ1,urn:cite2:fuSyntax:pos.v1:conjunction,null,null,null,null,null,null,null,null,comma1,COORD,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n46568
11,3,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:11.3,urn:cite2:fuSyntax:0011004sentences.v1:2386549,4,urn:cite2:fuSyntax:0011004tokens.v1:2386549_20,73,urn:cite2:fuSyntax:0011004tokens.v1:2386549_19,στέρξαντες,στέργω1,urn:cite2:fuSyntax:pos.v1:participle,null,urn:cite2:fuSyntax:number.v1:plural,urn:cite2:fuSyntax:tense.v1:aorist,urn:cite2:fuSyntax:mood.v1:participial,urn:cite2:fuSyntax:voice.v1:active,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:nominative,null,ἤ1,ADV_AP_CO,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n96541
11,4,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:11.4,urn:cite2:fuSyntax:0011004sentences.v1:2386549,4,urn:cite2:fuSyntax:0011004tokens.v1:2386549_21,74,urn:cite2:fuSyntax:0011004tokens.v1:2386549_0,;,punc1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,-,AuxK,Οἰδίπους,null
11,5,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:11.5,urn:cite2:fuSyntax:0011004sentences.v1:2386550,5,urn:cite2:fuSyntax:0011004tokens.v1:2386550_1,75,urn:cite2:fuSyntax:0011004tokens.v1:2386550_2,ὡς,ὡς1,urn:cite2:fuSyntax:pos.v1:adverb,null,null,null,null,null,null,null,null,ἐθέλω1,AuxY,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n116401
11,6,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:11.6,urn:cite2:fuSyntax:0011004sentences.v1:2386550,5,urn:cite2:fuSyntax:0011004tokens.v1:2386550_2,76,urn:cite2:fuSyntax:0011004tokens.v1:2386550_0,θέλοντος,ἐθέλω1,urn:cite2:fuSyntax:pos.v1:participle,null,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:participial,urn:cite2:fuSyntax:voice.v1:active,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:genitive,null,-,ADV_ExD0_PRED,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n30790
11,7,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:11.7,urn:cite2:fuSyntax:0011004sentences.v1:2386550,5,urn:cite2:fuSyntax:0011004tokens.v1:2386550_3,77,urn:cite2:fuSyntax:0011004tokens.v1:2386550_2,ἂν,ἄν1,urn:cite2:fuSyntax:pos.v1:particle,null,null,null,null,null,null,null,null,ἐθέλω1,AuxY,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n6207
12,1,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:12.1,urn:cite2:fuSyntax:0011004sentences.v1:2386550,5,urn:cite2:fuSyntax:0011004tokens.v1:2386550_4,78,urn:cite2:fuSyntax:0011004tokens.v1:2386550_2,ἐμοῦ,ἐγώ1,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:genitive,null,ἐθέλω1,SBJ,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n30657
12,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:12.2,urn:cite2:fuSyntax:0011004sentences.v1:2386550,5,urn:cite2:fuSyntax:0011004tokens.v1:2386550_5,79,urn:cite2:fuSyntax:0011004tokens.v1:2386550_2,προσαρκεῖν,προσαρκέω1,urn:cite2:fuSyntax:pos.v1:verb,null,null,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:infinitive,urn:cite2:fuSyntax:voice.v1:active,null,null,null,ἐθέλω1,OBJ,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n88730
12,3,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:12.3,urn:cite2:fuSyntax:0011004sentences.v1:2386550,5,urn:cite2:fuSyntax:0011004tokens.v1:2386550_6,80,urn:cite2:fuSyntax:0011004tokens.v1:2386550_5,πᾶν,πᾶς1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:accusative,null,προσαρκέω1,ADV,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n79904
12,4,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:12.4,urn:cite2:fuSyntax:0011004sentences.v1:2386550,5,urn:cite2:fuSyntax:0011004tokens.v1:2386550_7,81,urn:cite2:fuSyntax:0011004tokens.v1:2386550_0,:,punc1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,-,AuxK,Οἰδίπους,null
12,5,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:12.5,urn:cite2:fuSyntax:0011004sentences.v1:2386551,6,urn:cite2:fuSyntax:0011004tokens.v1:2386551_1,82,urn:cite2:fuSyntax:0011004tokens.v1:2386551_4,δυσάλγητος,δυσάλγητος1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:nominative,null,εἰμί1,PNOM,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n28646
12,6,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:12.6,urn:cite2:fuSyntax:0011004sentences.v1:2386551,6,urn:cite2:fuSyntax:0011004tokens.v1:2386551_2,83,urn:cite2:fuSyntax:0011004tokens.v1:2386551_4,γὰρ,γάρ1,urn:cite2:fuSyntax:pos.v1:particle,null,null,null,null,null,null,null,null,εἰμί1,AuxY,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n21618
12,7,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:12.7,urn:cite2:fuSyntax:0011004sentences.v1:2386551,6,urn:cite2:fuSyntax:0011004tokens.v1:2386551_3,84,urn:cite2:fuSyntax:0011004tokens.v1:2386551_4,ἂν,ἄν1,urn:cite2:fuSyntax:pos.v1:particle,null,null,null,null,null,null,null,null,εἰμί1,AuxY,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n6207
13,1,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:13.1,urn:cite2:fuSyntax:0011004sentences.v1:2386551,6,urn:cite2:fuSyntax:0011004tokens.v1:2386551_4,85,urn:cite2:fuSyntax:0011004tokens.v1:2386551_0,εἴην,εἰμί1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:first_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:optative,urn:cite2:fuSyntax:voice.v1:active,null,null,null,-,PRED,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n31130
13,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:13.2,urn:cite2:fuSyntax:0011004sentences.v1:2386551,6,urn:cite2:fuSyntax:0011004tokens.v1:2386551_5,86,urn:cite2:fuSyntax:0011004tokens.v1:2386551_9,τοιάνδε,τοιόσδε1,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:accusative,null,ἕδρα1,ATR,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n104166
13,3,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:13.3,urn:cite2:fuSyntax:0011004sentences.v1:2386551,6,urn:cite2:fuSyntax:0011004tokens.v1:2386551_6,87,urn:cite2:fuSyntax:0011004tokens.v1:2386551_8,μὴ,μή1,urn:cite2:fuSyntax:pos.v1:conjunction,null,null,null,null,null,null,null,null,κατοικτείρω1,AuxY,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n67283
13,4,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:13.4,urn:cite2:fuSyntax:0011004sentences.v1:2386551,6,urn:cite2:fuSyntax:0011004tokens.v1:2386551_7,88,urn:cite2:fuSyntax:0011004tokens.v1:2386551_8,οὐ,οὐ1,urn:cite2:fuSyntax:pos.v1:adverb,null,null,null,null,null,null,null,null,κατοικτείρω1,AuxZ,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n75729
13,5,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:13.5,urn:cite2:fuSyntax:0011004sentences.v1:2386551,6,urn:cite2:fuSyntax:0011004tokens.v1:2386551_8,89,urn:cite2:fuSyntax:0011004tokens.v1:2386551_4,κατοικτίρων,κατοικτείρω1,urn:cite2:fuSyntax:pos.v1:participle,null,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:participial,urn:cite2:fuSyntax:voice.v1:active,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:nominative,null,εἰμί1,ADV,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n56014
13,6,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:13.6,urn:cite2:fuSyntax:0011004sentences.v1:2386551,6,urn:cite2:fuSyntax:0011004tokens.v1:2386551_9,90,urn:cite2:fuSyntax:0011004tokens.v1:2386551_8,ἕδραν,ἕδρα1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:accusative,null,κατοικτείρω1,OBJ,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n30700
13,7,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:13.7,urn:cite2:fuSyntax:0011004sentences.v1:2386551,6,urn:cite2:fuSyntax:0011004tokens.v1:2386551_10,91,urn:cite2:fuSyntax:0011004tokens.v1:2386551_0,.,period1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,-,AuxK,Οἰδίπους,null
14,1,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:14.1,urn:cite2:fuSyntax:0011004sentences.v1:2386552,7,urn:cite2:fuSyntax:0011004tokens.v1:2386552_1,92,urn:cite2:fuSyntax:0011004tokens.v1:2386552_8,ἀλλʼ,ἀλλά1,urn:cite2:fuSyntax:pos.v1:conjunction,null,null,null,null,null,null,null,null,ὁράω1,AuxY,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n4357
14,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:14.2,urn:cite2:fuSyntax:0011004sentences.v1:2386552,7,urn:cite2:fuSyntax:0011004tokens.v1:2386552_2,93,urn:cite2:fuSyntax:0011004tokens.v1:2386552_3,ὦ,ὦ1,urn:cite2:fuSyntax:pos.v1:exclamation,null,null,null,null,null,null,null,null,κρατύνω1,AuxZ,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n116026
14,3,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:14.3,urn:cite2:fuSyntax:0011004sentences.v1:2386552,7,urn:cite2:fuSyntax:0011004tokens.v1:2386552_3,94,urn:cite2:fuSyntax:0011004tokens.v1:2386552_4,κρατύνων,κρατύνω1,urn:cite2:fuSyntax:pos.v1:participle,null,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:participial,urn:cite2:fuSyntax:voice.v1:active,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:nominative,null,Οἰδίπους1,ATR,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n59747
14,4,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:14.4,urn:cite2:fuSyntax:0011004sentences.v1:2386552,7,urn:cite2:fuSyntax:0011004tokens.v1:2386552_4,95,urn:cite2:fuSyntax:0011004tokens.v1:2386552_8,Οἰδίπους,Οἰδίπους1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:vocative,null,ὁράω1,ExD,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n72214
14,5,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:14.5,urn:cite2:fuSyntax:0011004sentences.v1:2386552,7,urn:cite2:fuSyntax:0011004tokens.v1:2386552_5,96,urn:cite2:fuSyntax:0011004tokens.v1:2386552_3,χώρας,χώρα1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:genitive,null,κρατύνω1,OBJ,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n115193
14,6,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:14.6,urn:cite2:fuSyntax:0011004sentences.v1:2386552,7,urn:cite2:fuSyntax:0011004tokens.v1:2386552_6,97,urn:cite2:fuSyntax:0011004tokens.v1:2386552_5,ἐμῆς,ἐμός1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:genitive,null,χώρα1,ATR,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n34193
14,7,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:14.7,urn:cite2:fuSyntax:0011004sentences.v1:2386552,7,urn:cite2:fuSyntax:0011004tokens.v1:2386552_7,98,urn:cite2:fuSyntax:0011004tokens.v1:2386552_4,",",comma1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,Οἰδίπους1,AuxX,Ἱερεύς,null
15,1,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:15.1,urn:cite2:fuSyntax:0011004sentences.v1:2386552,7,urn:cite2:fuSyntax:0011004tokens.v1:2386552_8,99,urn:cite2:fuSyntax:0011004tokens.v1:2386552_0,ὁρᾷς,ὁράω1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:second_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:indicative,urn:cite2:fuSyntax:voice.v1:active,null,null,null,-,PRED,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n74735
15,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:15.2,urn:cite2:fuSyntax:0011004sentences.v1:2386552,7,urn:cite2:fuSyntax:0011004tokens.v1:2386552_9,100,urn:cite2:fuSyntax:0011004tokens.v1:2386552_8,μὲν,μέν1,urn:cite2:fuSyntax:pos.v1:particle,null,null,null,null,null,null,null,null,ὁράω1,AuxY,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n66260
15,3,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:15.3,urn:cite2:fuSyntax:0011004sentences.v1:2386552,7,urn:cite2:fuSyntax:0011004tokens.v1:2386552_10,101,urn:cite2:fuSyntax:0011004tokens.v1:2386552_8,ἡμᾶς,ἐγώ1,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:accusative,null,ὁράω1,OBJ_AP_ExD0_APOS,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n30657
15,4,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:15.4,urn:cite2:fuSyntax:0011004sentences.v1:2386552,7,urn:cite2:fuSyntax:0011004tokens.v1:2386552_11,102,urn:cite2:fuSyntax:0011004tokens.v1:2386552_12,ἡλίκοι,ἡλίκος1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:nominative,null,πρόσημαι1,AtvV,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n46861
