LineNo,TokenNo,CTS-URN,Sentence-URN,Sentence-Seq,Token-URN,Token-Seq,Head-Token-URN,Surface-Form,Lemma,POS1-PoS,POS2-Person,POS3-Number,POS4-Tense,POS5-Mood,POS6-Voice,POS7-Gender,POS8-Case,POS9-Degree,Head-Token-Lemma,Relation,Who-Said-It
9,5,urn:cts:greekLit:tlg0011.tlg004.fu04:9.5,urn:cite2:fuSyntax:0011004sentences.v1:2386549,4,urn:cite2:fuSyntax:0011004tokens.v1:2386549_5,58,urn:cite2:fuSyntax:0011004tokens.v1:2386549_0,φράζʼ,φράζω1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:second_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:imperative,urn:cite2:fuSyntax:voice.v1:active,null,null,null,-,PRED,Οἰδίπους
9,6,urn:cts:greekLit:tlg0011.tlg004.fu04:9.6,urn:cite2:fuSyntax:0011004sentences.v1:2386549,4,urn:cite2:fuSyntax:0011004tokens.v1:2386549_6,59,urn:cite2:fuSyntax:0011004tokens.v1:2386549_7,",",comma1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,ἐπεί1,AuxX,Οἰδίπους
9,7,urn:cts:greekLit:tlg0011.tlg004.fu04:9.7,urn:cite2:fuSyntax:0011004sentences.v1:2386549,4,urn:cite2:fuSyntax:0011004tokens.v1:2386549_7,60,urn:cite2:fuSyntax:0011004tokens.v1:2386549_5,ἐπεὶ,ἐπεί1,urn:cite2:fuSyntax:pos.v1:conjunction,null,null,null,null,null,null,null,null,φράζω1,AuxC,Οἰδίπους
9,8,urn:cts:greekLit:tlg0011.tlg004.fu04:9.8,urn:cite2:fuSyntax:0011004sentences.v1:2386549,4,urn:cite2:fuSyntax:0011004tokens.v1:2386549_8,61,urn:cite2:fuSyntax:0011004tokens.v1:2386549_9,πρέπων,πρέπω1,urn:cite2:fuSyntax:pos.v1:participle,null,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:participial,urn:cite2:fuSyntax:voice.v1:active,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:nominative,null,φύω1,PNOM,Οἰδίπους
9,9,urn:cts:greekLit:tlg0011.tlg004.fu04:9.9,urn:cite2:fuSyntax:0011004sentences.v1:2386549,4,urn:cite2:fuSyntax:0011004tokens.v1:2386549_9,62,urn:cite2:fuSyntax:0011004tokens.v1:2386549_7,ἔφυς,φύω1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:second_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:aorist,urn:cite2:fuSyntax:mood.v1:indicative,urn:cite2:fuSyntax:voice.v1:active,null,null,null,ἐπεί1,ADV,Οἰδίπους
10,1,urn:cts:greekLit:tlg0011.tlg004.fu04:10.1,urn:cite2:fuSyntax:0011004sentences.v1:2386549,4,urn:cite2:fuSyntax:0011004tokens.v1:2386549_10,63,urn:cite2:fuSyntax:0011004tokens.v1:2386549_12,πρὸ,πρό1,urn:cite2:fuSyntax:pos.v1:preposition,null,null,null,null,null,null,null,null,φωνέω1,AuxP,Οἰδίπους
10,2,urn:cts:greekLit:tlg0011.tlg004.fu04:10.2,urn:cite2:fuSyntax:0011004sentences.v1:2386549,4,urn:cite2:fuSyntax:0011004tokens.v1:2386549_11,64,urn:cite2:fuSyntax:0011004tokens.v1:2386549_10,τῶνδε,ὅδε1,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:genitive,null,πρό1,ADV,Οἰδίπους
10,3,urn:cts:greekLit:tlg0011.tlg004.fu04:10.3,urn:cite2:fuSyntax:0011004sentences.v1:2386549,4,urn:cite2:fuSyntax:0011004tokens.v1:2386549_12,65,urn:cite2:fuSyntax:0011004tokens.v1:2386549_8,φωνεῖν,φωνέω1,urn:cite2:fuSyntax:pos.v1:verb,null,null,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:infinitive,urn:cite2:fuSyntax:voice.v1:active,null,null,null,πρέπω1,OBJ,Οἰδίπους
10,4,urn:cts:greekLit:tlg0011.tlg004.fu04:10.4,urn:cite2:fuSyntax:0011004sentences.v1:2386549,4,urn:cite2:fuSyntax:0011004tokens.v1:2386549_13,66,urn:cite2:fuSyntax:0011004tokens.v1:2386549_7,",",comma1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,ἐπεί1,AuxX,Οἰδίπους
10,5,urn:cts:greekLit:tlg0011.tlg004.fu04:10.5,urn:cite2:fuSyntax:0011004sentences.v1:2386549,4,urn:cite2:fuSyntax:0011004tokens.v1:2386549_14,67,urn:cite2:fuSyntax:0011004tokens.v1:2386549_15,τίνι,τίς,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:dative,null,τρόπος1,ATR,Οἰδίπους
10,6,urn:cts:greekLit:tlg0011.tlg004.fu04:10.6,urn:cite2:fuSyntax:0011004sentences.v1:2386549,4,urn:cite2:fuSyntax:0011004tokens.v1:2386549_15,68,urn:cite2:fuSyntax:0011004tokens.v1:2386549_17,τρόπῳ,τρόπος1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:dative,null,comma1,ADV_AP,Οἰδίπους
10,7,urn:cts:greekLit:tlg0011.tlg004.fu04:10.7,urn:cite2:fuSyntax:0011004sentences.v1:2386549,4,urn:cite2:fuSyntax:0011004tokens.v1:2386549_16,69,urn:cite2:fuSyntax:0011004tokens.v1:2386549_5,καθέστατε,καθίστημι1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:second_person,urn:cite2:fuSyntax:number.v1:plural,urn:cite2:fuSyntax:tense.v1:perfect,urn:cite2:fuSyntax:mood.v1:indicative,urn:cite2:fuSyntax:voice.v1:active,null,null,null,φράζω1,OBJ,Οἰδίπους
10,8,urn:cts:greekLit:tlg0011.tlg004.fu04:10.8,urn:cite2:fuSyntax:0011004sentences.v1:2386549,4,urn:cite2:fuSyntax:0011004tokens.v1:2386549_17,70,urn:cite2:fuSyntax:0011004tokens.v1:2386549_16,",",comma1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,καθίστημι1,APOS,Οἰδίπους
11,1,urn:cts:greekLit:tlg0011.tlg004.fu04:11.1,urn:cite2:fuSyntax:0011004sentences.v1:2386549,4,urn:cite2:fuSyntax:0011004tokens.v1:2386549_18,71,urn:cite2:fuSyntax:0011004tokens.v1:2386549_19,δείσαντες,δείδω1,urn:cite2:fuSyntax:pos.v1:participle,null,urn:cite2:fuSyntax:number.v1:plural,urn:cite2:fuSyntax:tense.v1:aorist,urn:cite2:fuSyntax:mood.v1:participial,urn:cite2:fuSyntax:voice.v1:active,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:nominative,null,ἤ1,ADV_AP_CO,Οἰδίπους
11,2,urn:cts:greekLit:tlg0011.tlg004.fu04:11.2,urn:cite2:fuSyntax:0011004sentences.v1:2386549,4,urn:cite2:fuSyntax:0011004tokens.v1:2386549_19,72,urn:cite2:fuSyntax:0011004tokens.v1:2386549_17,ἢ,ἤ1,urn:cite2:fuSyntax:pos.v1:conjunction,null,null,null,null,null,null,null,null,comma1,COORD,Οἰδίπους
11,3,urn:cts:greekLit:tlg0011.tlg004.fu04:11.3,urn:cite2:fuSyntax:0011004sentences.v1:2386549,4,urn:cite2:fuSyntax:0011004tokens.v1:2386549_20,73,urn:cite2:fuSyntax:0011004tokens.v1:2386549_19,στέρξαντες,στέργω1,urn:cite2:fuSyntax:pos.v1:participle,null,urn:cite2:fuSyntax:number.v1:plural,urn:cite2:fuSyntax:tense.v1:aorist,urn:cite2:fuSyntax:mood.v1:participial,urn:cite2:fuSyntax:voice.v1:active,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:nominative,null,ἤ1,ADV_AP_CO,Οἰδίπους
11,4,urn:cts:greekLit:tlg0011.tlg004.fu04:11.4,urn:cite2:fuSyntax:0011004sentences.v1:2386549,4,urn:cite2:fuSyntax:0011004tokens.v1:2386549_21,74,urn:cite2:fuSyntax:0011004tokens.v1:2386549_0,;,punc1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,-,AuxK,Οἰδίπους
11,5,urn:cts:greekLit:tlg0011.tlg004.fu04:11.5,urn:cite2:fuSyntax:0011004sentences.v1:2386550,5,urn:cite2:fuSyntax:0011004tokens.v1:2386550_1,75,urn:cite2:fuSyntax:0011004tokens.v1:2386550_2,ὡς,ὡς1,urn:cite2:fuSyntax:pos.v1:adverb,null,null,null,null,null,null,null,null,ἐθέλω1,AuxY,Οἰδίπους
11,6,urn:cts:greekLit:tlg0011.tlg004.fu04:11.6,urn:cite2:fuSyntax:0011004sentences.v1:2386550,5,urn:cite2:fuSyntax:0011004tokens.v1:2386550_2,76,urn:cite2:fuSyntax:0011004tokens.v1:2386550_0,θέλοντος,ἐθέλω1,urn:cite2:fuSyntax:pos.v1:participle,null,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:participial,urn:cite2:fuSyntax:voice.v1:active,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:genitive,null,-,ADV_ExD0_PRED,Οἰδίπους
11,7,urn:cts:greekLit:tlg0011.tlg004.fu04:11.7,urn:cite2:fuSyntax:0011004sentences.v1:2386550,5,urn:cite2:fuSyntax:0011004tokens.v1:2386550_3,77,urn:cite2:fuSyntax:0011004tokens.v1:2386550_2,ἂν,ἄν1,urn:cite2:fuSyntax:pos.v1:particle,null,null,null,null,null,null,null,null,ἐθέλω1,AuxY,Οἰδίπους
12,1,urn:cts:greekLit:tlg0011.tlg004.fu04:12.1,urn:cite2:fuSyntax:0011004sentences.v1:2386550,5,urn:cite2:fuSyntax:0011004tokens.v1:2386550_4,78,urn:cite2:fuSyntax:0011004tokens.v1:2386550_2,ἐμοῦ,ἐγώ1,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:genitive,null,ἐθέλω1,SBJ,Οἰδίπους
12,2,urn:cts:greekLit:tlg0011.tlg004.fu04:12.2,urn:cite2:fuSyntax:0011004sentences.v1:2386550,5,urn:cite2:fuSyntax:0011004tokens.v1:2386550_5,79,urn:cite2:fuSyntax:0011004tokens.v1:2386550_2,προσαρκεῖν,προσαρκέω1,urn:cite2:fuSyntax:pos.v1:verb,null,null,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:infinitive,urn:cite2:fuSyntax:voice.v1:active,null,null,null,ἐθέλω1,OBJ,Οἰδίπους
12,3,urn:cts:greekLit:tlg0011.tlg004.fu04:12.3,urn:cite2:fuSyntax:0011004sentences.v1:2386550,5,urn:cite2:fuSyntax:0011004tokens.v1:2386550_6,80,urn:cite2:fuSyntax:0011004tokens.v1:2386550_5,πᾶν,πᾶς1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:accusative,null,προσαρκέω1,ADV,Οἰδίπους
12,4,urn:cts:greekLit:tlg0011.tlg004.fu04:12.4,urn:cite2:fuSyntax:0011004sentences.v1:2386550,5,urn:cite2:fuSyntax:0011004tokens.v1:2386550_7,81,urn:cite2:fuSyntax:0011004tokens.v1:2386550_0,:,punc1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,-,AuxK,Οἰδίπους
12,5,urn:cts:greekLit:tlg0011.tlg004.fu04:12.5,urn:cite2:fuSyntax:0011004sentences.v1:2386551,6,urn:cite2:fuSyntax:0011004tokens.v1:2386551_1,82,urn:cite2:fuSyntax:0011004tokens.v1:2386551_4,δυσάλγητος,δυσάλγητος1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:nominative,null,εἰμί1,PNOM,Οἰδίπους
12,6,urn:cts:greekLit:tlg0011.tlg004.fu04:12.6,urn:cite2:fuSyntax:0011004sentences.v1:2386551,6,urn:cite2:fuSyntax:0011004tokens.v1:2386551_2,83,urn:cite2:fuSyntax:0011004tokens.v1:2386551_4,γὰρ,γάρ1,urn:cite2:fuSyntax:pos.v1:particle,null,null,null,null,null,null,null,null,εἰμί1,AuxY,Οἰδίπους
12,7,urn:cts:greekLit:tlg0011.tlg004.fu04:12.7,urn:cite2:fuSyntax:0011004sentences.v1:2386551,6,urn:cite2:fuSyntax:0011004tokens.v1:2386551_3,84,urn:cite2:fuSyntax:0011004tokens.v1:2386551_4,ἂν,ἄν1,urn:cite2:fuSyntax:pos.v1:particle,null,null,null,null,null,null,null,null,εἰμί1,AuxY,Οἰδίπους
13,1,urn:cts:greekLit:tlg0011.tlg004.fu04:13.1,urn:cite2:fuSyntax:0011004sentences.v1:2386551,6,urn:cite2:fuSyntax:0011004tokens.v1:2386551_4,85,urn:cite2:fuSyntax:0011004tokens.v1:2386551_0,εἴην,εἰμί1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:first_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:optative,urn:cite2:fuSyntax:voice.v1:active,null,null,null,-,PRED,Οἰδίπους
13,2,urn:cts:greekLit:tlg0011.tlg004.fu04:13.2,urn:cite2:fuSyntax:0011004sentences.v1:2386551,6,urn:cite2:fuSyntax:0011004tokens.v1:2386551_5,86,urn:cite2:fuSyntax:0011004tokens.v1:2386551_9,τοιάνδε,τοιόσδε1,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:accusative,null,ἕδρα1,ATR,Οἰδίπους
13,3,urn:cts:greekLit:tlg0011.tlg004.fu04:13.3,urn:cite2:fuSyntax:0011004sentences.v1:2386551,6,urn:cite2:fuSyntax:0011004tokens.v1:2386551_6,87,urn:cite2:fuSyntax:0011004tokens.v1:2386551_8,μὴ,μή1,urn:cite2:fuSyntax:pos.v1:conjunction,null,null,null,null,null,null,null,null,κατοικτείρω1,AuxY,Οἰδίπους
13,4,urn:cts:greekLit:tlg0011.tlg004.fu04:13.4,urn:cite2:fuSyntax:0011004sentences.v1:2386551,6,urn:cite2:fuSyntax:0011004tokens.v1:2386551_7,88,urn:cite2:fuSyntax:0011004tokens.v1:2386551_8,οὐ,οὐ1,urn:cite2:fuSyntax:pos.v1:adverb,null,null,null,null,null,null,null,null,κατοικτείρω1,AuxZ,Οἰδίπους
13,5,urn:cts:greekLit:tlg0011.tlg004.fu04:13.5,urn:cite2:fuSyntax:0011004sentences.v1:2386551,6,urn:cite2:fuSyntax:0011004tokens.v1:2386551_8,89,urn:cite2:fuSyntax:0011004tokens.v1:2386551_4,κατοικτίρων,κατοικτείρω1,urn:cite2:fuSyntax:pos.v1:participle,null,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:participial,urn:cite2:fuSyntax:voice.v1:active,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:nominative,null,εἰμί1,ADV,Οἰδίπους
13,6,urn:cts:greekLit:tlg0011.tlg004.fu04:13.6,urn:cite2:fuSyntax:0011004sentences.v1:2386551,6,urn:cite2:fuSyntax:0011004tokens.v1:2386551_9,90,urn:cite2:fuSyntax:0011004tokens.v1:2386551_8,ἕδραν,ἕδρα1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:accusative,null,κατοικτείρω1,OBJ,Οἰδίπους
13,7,urn:cts:greekLit:tlg0011.tlg004.fu04:13.7,urn:cite2:fuSyntax:0011004sentences.v1:2386551,6,urn:cite2:fuSyntax:0011004tokens.v1:2386551_10,91,urn:cite2:fuSyntax:0011004tokens.v1:2386551_0,.,period1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,-,AuxK,Οἰδίπους
14,1,urn:cts:greekLit:tlg0011.tlg004.fu04:14.1,urn:cite2:fuSyntax:0011004sentences.v1:2386552,7,urn:cite2:fuSyntax:0011004tokens.v1:2386552_1,92,urn:cite2:fuSyntax:0011004tokens.v1:2386552_8,ἀλλʼ,ἀλλά1,urn:cite2:fuSyntax:pos.v1:conjunction,null,null,null,null,null,null,null,null,ὁράω1,AuxY,Ἱερεύς
14,2,urn:cts:greekLit:tlg0011.tlg004.fu04:14.2,urn:cite2:fuSyntax:0011004sentences.v1:2386552,7,urn:cite2:fuSyntax:0011004tokens.v1:2386552_2,93,urn:cite2:fuSyntax:0011004tokens.v1:2386552_3,ὦ,ὦ1,urn:cite2:fuSyntax:pos.v1:exclamation,null,null,null,null,null,null,null,null,κρατύνω1,AuxZ,Ἱερεύς
14,3,urn:cts:greekLit:tlg0011.tlg004.fu04:14.3,urn:cite2:fuSyntax:0011004sentences.v1:2386552,7,urn:cite2:fuSyntax:0011004tokens.v1:2386552_3,94,urn:cite2:fuSyntax:0011004tokens.v1:2386552_4,κρατύνων,κρατύνω1,urn:cite2:fuSyntax:pos.v1:participle,null,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:participial,urn:cite2:fuSyntax:voice.v1:active,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:nominative,null,Οἰδίπους1,ATR,Ἱερεύς
14,4,urn:cts:greekLit:tlg0011.tlg004.fu04:14.4,urn:cite2:fuSyntax:0011004sentences.v1:2386552,7,urn:cite2:fuSyntax:0011004tokens.v1:2386552_4,95,urn:cite2:fuSyntax:0011004tokens.v1:2386552_8,Οἰδίπους,Οἰδίπους1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:vocative,null,ὁράω1,ExD,Ἱερεύς
14,5,urn:cts:greekLit:tlg0011.tlg004.fu04:14.5,urn:cite2:fuSyntax:0011004sentences.v1:2386552,7,urn:cite2:fuSyntax:0011004tokens.v1:2386552_5,96,urn:cite2:fuSyntax:0011004tokens.v1:2386552_3,χώρας,χώρα1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:genitive,null,κρατύνω1,OBJ,Ἱερεύς
14,6,urn:cts:greekLit:tlg0011.tlg004.fu04:14.6,urn:cite2:fuSyntax:0011004sentences.v1:2386552,7,urn:cite2:fuSyntax:0011004tokens.v1:2386552_6,97,urn:cite2:fuSyntax:0011004tokens.v1:2386552_5,ἐμῆς,ἐμός1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:genitive,null,χώρα1,ATR,Ἱερεύς
14,7,urn:cts:greekLit:tlg0011.tlg004.fu04:14.7,urn:cite2:fuSyntax:0011004sentences.v1:2386552,7,urn:cite2:fuSyntax:0011004tokens.v1:2386552_7,98,urn:cite2:fuSyntax:0011004tokens.v1:2386552_4,",",comma1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,Οἰδίπους1,AuxX,Ἱερεύς
15,1,urn:cts:greekLit:tlg0011.tlg004.fu04:15.1,urn:cite2:fuSyntax:0011004sentences.v1:2386552,7,urn:cite2:fuSyntax:0011004tokens.v1:2386552_8,99,urn:cite2:fuSyntax:0011004tokens.v1:2386552_0,ὁρᾷς,ὁράω1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:second_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:indicative,urn:cite2:fuSyntax:voice.v1:active,null,null,null,-,PRED,Ἱερεύς
15,2,urn:cts:greekLit:tlg0011.tlg004.fu04:15.2,urn:cite2:fuSyntax:0011004sentences.v1:2386552,7,urn:cite2:fuSyntax:0011004tokens.v1:2386552_9,100,urn:cite2:fuSyntax:0011004tokens.v1:2386552_8,μὲν,μέν1,urn:cite2:fuSyntax:pos.v1:particle,null,null,null,null,null,null,null,null,ὁράω1,AuxY,Ἱερεύς
15,3,urn:cts:greekLit:tlg0011.tlg004.fu04:15.3,urn:cite2:fuSyntax:0011004sentences.v1:2386552,7,urn:cite2:fuSyntax:0011004tokens.v1:2386552_10,101,urn:cite2:fuSyntax:0011004tokens.v1:2386552_8,ἡμᾶς,ἐγώ1,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:accusative,null,ὁράω1,OBJ_AP_ExD0_APOS,Ἱερεύς
15,4,urn:cts:greekLit:tlg0011.tlg004.fu04:15.4,urn:cite2:fuSyntax:0011004sentences.v1:2386552,7,urn:cite2:fuSyntax:0011004tokens.v1:2386552_11,102,urn:cite2:fuSyntax:0011004tokens.v1:2386552_12,ἡλίκοι,ἡλίκος1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:nominative,null,πρόσημαι1,AtvV,Ἱερεύς
15,5,urn:cts:greekLit:tlg0011.tlg004.fu04:15.5,urn:cite2:fuSyntax:0011004sentences.v1:2386552,7,urn:cite2:fuSyntax:0011004tokens.v1:2386552_12,103,urn:cite2:fuSyntax:0011004tokens.v1:2386552_8,προσήμεθα,πρόσημαι1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:first_person,urn:cite2:fuSyntax:number.v1:plural,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:indicative,null,null,null,null,ὁράω1,OBJ_AP_ExD0_APOS,Ἱερεύς
16,1,urn:cts:greekLit:tlg0011.tlg004.fu04:16.1,urn:cite2:fuSyntax:0011004sentences.v1:2386552,7,urn:cite2:fuSyntax:0011004tokens.v1:2386552_13,104,urn:cite2:fuSyntax:0011004tokens.v1:2386552_12,βωμοῖσι,βωμός1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:dative,null,πρόσημαι1,OBJ,Ἱερεύς
16,2,urn:cts:greekLit:tlg0011.tlg004.fu04:16.2,urn:cite2:fuSyntax:0011004sentences.v1:2386552,7,urn:cite2:fuSyntax:0011004tokens.v1:2386552_14,105,urn:cite2:fuSyntax:0011004tokens.v1:2386552_13,τοῖς,ὁ1,urn:cite2:fuSyntax:pos.v1:article,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:dative,null,βωμός1,ATR,Ἱερεύς
16,3,urn:cts:greekLit:tlg0011.tlg004.fu04:16.3,urn:cite2:fuSyntax:0011004sentences.v1:2386552,7,urn:cite2:fuSyntax:0011004tokens.v1:2386552_15,106,urn:cite2:fuSyntax:0011004tokens.v1:2386552_13,σοῖς,σός1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:dative,null,βωμός1,ATR,Ἱερεύς
16,4,urn:cts:greekLit:tlg0011.tlg004.fu04:16.4,urn:cite2:fuSyntax:0011004sentences.v1:2386552,7,urn:cite2:fuSyntax:0011004tokens.v1:2386552_16,107,urn:cite2:fuSyntax:0011004tokens.v1:2386552_0,:,punc1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,-,AuxK,Ἱερεύς
16,5,urn:cts:greekLit:tlg0011.tlg004.fu04:16.5,urn:cite2:fuSyntax:0011004sentences.v1:2386553,8,urn:cite2:fuSyntax:0011004tokens.v1:2386553_1,108,urn:cite2:fuSyntax:0011004tokens.v1:2386553_9,οἱ,ὁ1,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:nominative,null,δέ1,SBJ_ExD0_PRED_CO,Ἱερεύς
16,6,urn:cts:greekLit:tlg0011.tlg004.fu04:16.6,urn:cite2:fuSyntax:0011004sentences.v1:2386553,8,urn:cite2:fuSyntax:0011004tokens.v1:2386553_2,109,urn:cite2:fuSyntax:0011004tokens.v1:2386553_9,μὲν,μέν1,urn:cite2:fuSyntax:pos.v1:particle,null,null,null,null,null,null,null,null,δέ1,AuxY,Ἱερεύς
16,7,urn:cts:greekLit:tlg0011.tlg004.fu04:16.7,urn:cite2:fuSyntax:0011004sentences.v1:2386553,8,urn:cite2:fuSyntax:0011004tokens.v1:2386553_3,110,urn:cite2:fuSyntax:0011004tokens.v1:2386553_6,οὐδέπω,οὐδέπω1,urn:cite2:fuSyntax:pos.v1:adverb,null,null,null,null,null,null,null,null,σθένω1,AuxZ,Ἱερεύς
16,8,urn:cts:greekLit:tlg0011.tlg004.fu04:16.8,urn:cite2:fuSyntax:0011004sentences.v1:2386553,8,urn:cite2:fuSyntax:0011004tokens.v1:2386553_4,111,urn:cite2:fuSyntax:0011004tokens.v1:2386553_5,μακρὰν,μακράν1,urn:cite2:fuSyntax:pos.v1:adverb,null,null,null,null,null,null,null,null,πέτομαι1,ADV,Ἱερεύς
17,1,urn:cts:greekLit:tlg0011.tlg004.fu04:17.1,urn:cite2:fuSyntax:0011004sentences.v1:2386553,8,urn:cite2:fuSyntax:0011004tokens.v1:2386553_5,112,urn:cite2:fuSyntax:0011004tokens.v1:2386553_6,πτέσθαι,πέτομαι1,urn:cite2:fuSyntax:pos.v1:verb,null,null,urn:cite2:fuSyntax:tense.v1:aorist,urn:cite2:fuSyntax:mood.v1:infinitive,null,null,null,null,σθένω1,OBJ,Ἱερεύς
